Date,Title,articleLead,articleText,url 
"25 April, 07:02",В мэрии Москвы анонсировали запрет на продажу алкоголя накануне матчей ЧМ-2018,"Запрет на продажу алкоголя в Москве будет действовать не только в дни проведения матчей Чемпионата по футболу, но и перед ними,  сообщает  «Интерфакс» со ссылкой на заместителя руководителя департамента региональной безопасности и противодействия коррупции Кирилла Малышкина.","По его словам, уже определены границы территорий, в пределах которых будет запрещено продавать и потреблять алкоголь и «напитки в стеклянной таре» «в том числе при оказании услуг общественного питания, накануне проведения матча ЧМ по футболу и в день его проведения». Чиновник отметил, что власти Москвы разрабатывают план мер для оказания помощи нетрезвым болельщикам. «Для оказания помощи лицам, находящимся в состоянии алкогольного опьянения, правительством Москвы совместно с заинтересованными службами разрабатываются лечебные мероприятия, которыми определён перечень больниц и поликлиник, где будут оказывать медицинскую помощь», — сказал Малышкин. Чемпионат мира по футболу пройдет с 14 июня по 15 июля. В Москве, в частности, проведут матч открытия, на котором встретятся команды России и Саудовской Аравии, а также финал соревнований. На прошлой неделе производители продовольственных товаров и ритейлеры  сообщили , что опасаются перебоев с доставкой продуктов в магазины в городах, в которых пройдут игры в рамках ЧМ-2018. Крупные продовольственные ассоциации попросили у властей Москвы, Санкт-Петербурга, Краснодарского края, Татарстана, Мордовии, Свердловской, Самарской, Ростовской, Калининградской, Нижегородской и Волгоградской областей объяснить, какие именно ограничения для движения грузовиков могут быть введены на время проведения соревнований. В Ассоциации компаний розничной торговли (АКОРТ) заявляли, что во всех регионах, принимающих чемпионат, обсуждаются ограничения на движение грузового транспорта в целях безопасности.",https://tvrain.ru/news/alkogol-462552/
"25 April, 07:27",Россияне на арестованном в ОАЭ судне «Кристалл Ист» подали сигнал SOS,"Экипаж арестованного в порту Шарджа в Объединенных Арабских Эмиратах танкера «Кристал Ист» (Crystal East) подал сигнал SOS, так как состояние российских моряков на нем ухудшилось,  сообщает  «Интерфакс».","«Экипаж танкера „Кристал Ист“ (Crystal East) послал в эфир сигнал SOS: четверо из экипажа вынуждены были отправиться в местный госпиталь за медицинской помощью, а вахтенного помощника пришлось приводить в чувство с помощью капельниц», — рассказал агентству профсоюза моряков Владивостока Петр Осичанский. Он отметил, что ситуацией занимаются власти Приморского края. «Получен ответ от администрации Приморского края, которая выразила серьезную озабоченность за судьбу российского экипажа, делает все возможное для изменения сложившейся ситуации», — сказал Осичанский. По его словам, краевые власти направили письмо полпреду президента Юрию Трутневу, а также и заместителю председателя Совета директоров АО «Газпромбанк» «об урегулировании споров между ООО „Находка-Портбункер“ и „Газпромбанком“, чтобы российские моряки могли вернуться на родину», — отметил Осичанский. Ранее семеро россиян-членов экипажа «Кристалл Ист» попросили российские дипломатические службы о помощи с возвращением на Дальний Восток. Они рассказали, что судно с начала декабря 2017 года обесточено и что есть перебои с поставкой на него продуктов и топлива. Согласно законам ОАЭ, моряки могут покинуть «Кристалл Ист» только в случае замены экипажа либо после продажи судна. Их документы изъяты иммиграционными властями, а замену экипажу найти не удается. Пожаловавшиеся российским властям моряки находятся на судне с декабря 2017 года. Они прибыли на смену экипажу, который возвратился в Приморье и также обращался за помощью с возвращением в Россию. Судно принадлежат ООО «Находка-Портбункер», а арестовано из-за долгов судовладельца «Газпромбанку».",https://tvrain.ru/news/sos-462553/
"26 April, 06:59",Пентагон заявил о радиоэлектронных атаках «противников» США на самолеты в Сирии,"Против самолетов ВВС США в Сирии используются радиоэлектронные средства, которые создают для них помехи,  заявил  генерал Тони Томас, отвечающий в Пентагоне за специальные операции. Об этом сообщает Fox News.","Тони заявил, что «противники испытывают американцев каждый день, блокируя средства связи и выводя из строя военно-транспортные самолеты С-130 в Сирии». Эти самолеты используются в Сирии для прикрытия и поддержки сил коалиции. Томас назвал эти действия «самыми агрессивными» в мире в сфере радиоэлектронной войны. Генерал не стал говорить, кого именно подразумевал под словом «противники». Fox News отмечает, что самолеты AC-130 использовались во время боя с российскими наемниками в Сирии в начале февраля. Тогда Пентагон заявил, что наемники атаковали базу, на которой находились американские инструкторы и поддерживаемые США повстанцы из группировки «Сирийские демократические силы». В начале апреля NBC News со ссылкой на информацию американских властей сообщал, что российские военные в Сирии начали создавать помехи для американских беспилотников, мешая им получать спутниковые данные. Накануне российский Генштаб  показал  журналистам обломки ракет, которые были выпущены по Сирии 14 апреля силами США, Франции и Великобритании. Эти ракеты, по утверждению российских военных, были сбиты сирийскими ПВО. «На выставке представлены элементы крылатых ракет морского базирования производства США «Томагавк» и крылатые ракеты воздушного базирования производства Англии и Франции SCALP и Storm Shadow», — сказал специалист Генштаба в области противовоздушной обороны Сергей Безногих. «Хорошее состояние элементов, отсутствие очагов возгорания говорит о явном воздействии именно средств противовоздушной обороны на крылатые ракеты. Наличие сквозных отверстий от поражающих элементов на обшивке крылатых ракет явно характеризует именно огневое воздействие зенитных управляемых ракет ПВО», — отметил он. 25 апреля в Генштабе заявили, что во время обстрела Сирии 14 апреля ПВО страны сбили 46 крылатых ракет США и их союзников.",https://tvrain.ru/news/pomehi-462631/
"25 April, 13:41",Япония выразила протест Южной Корее из-за десерта с изображением спорных островов,"Япония выразила протест Южной Корее из-за десерта с изображением островов Токто, на которые претендует Токио. Об этом  сообщает  The Korea Times со ссылкой на местные СМИ.","В пятницу, 27 апреля, состоится первая встреча лидеров Северной и Южной Кореи. Накануне резиденция южнокорейского президента Мун Чжэ Ина раскрыла список блюд, которые будут подавать гостям. На десерт будет предложен мусс из манго, украшенный картой Корейского полуострова. Глава департамента Азии и Океании МИД Японии Кэндзи Канасуги вызвал руководство посольства Южной Кореи в Токио и заявил протест в связи с тем, что на карте указаны острова Токто. Он призвал Сеул убрать этот десерт из меню. Группа островов Токто, которые в Японии носят название Такэсима, расположены в Японском море. В настоящее время между Сеулом и Токио существует конфликт по поводу суверенитета над ними. Лидер КНДР Ким Чен Ын в начале марта впервые  принял  в Пхеньяне делегацию спецпосланников президента Южной Кореи. Представитель Сеула сообщил лидеру КНДР о предложении Мун Чжэ Ина провести встречу. Ким Чен Ын принял его и дал поручения о подготовке к саммиту.",https://tvrain.ru/news/japonija-462576/
"26 April, 13:39",Пентагон назвал показанные Минобороны обломки ракет «российской дезинформацией»,"Демонстрация Россией фрагментов сбитых крылатых ракет, выпущенных США, Францией и Великобританией по Сирии 14 апреля, — это попытка отвлечь внимание от ее сотрудничества с президентом Сирии Башаром Асадом. Об этом CNBC  сказал  представитель Пентагона Эрик Пахон.","«Это еще один пример российской кампании по дезинформации с целью отвлечь внимание от их моральной причастности к зверствам режима Асада и массовой гибели мирных жителей в западной Сирии», — заявил он. Представитель Пентагона также назвал «абсурдным» утверждение о целевых показателях США, как и другие заявления. По его словам, они также не увидели никаких доказательств относительно «Томагавков». Ранее Генштаб ВС России  предъявил  журналистам фрагменты крылатых ракет, сбитых сирийскими ПВО. Среди них были элементы крылатых ракет морского базирования производства США «Томагавк» и крылатые ракеты воздушного базирования производства Англии и Франции SCALP и Storm Shadow. Начальник Главного оперативного управления российского Генштаба Сергей Рудской  сообщил , что ПВО Сирии сбили 46 крылатых ракет США и союзников, запущенных в сторону Дамаска. Сирийские ПВО уничтожили ракеты в пяти районах перехвата к западу и к востоку от города. США, Франция и Британия 14 апреля  нанесли  удары по объектам, связанных с химическим оружием в Сирии. Это был ответом на предполагаемое использование химического оружия в городе Дума. Власти Сирии отрицают причастность к химатаке.",https://tvrain.ru/news/pentagon-462647/
"25 April, 14:10",Датскому изобретателю дали пожизненный срок за убийство журналистки на борту подлодки,"Суд приговорил к пожизненному заключению датского изобретателя Петера Мадсена за убийство шведской журналистки Ким Валль,  сообщает  «Би-би-си».","Валль планировала написать материал об изобретениях Мадсена. В августе она поднялась на борт его самодельной подлодки «Наутилус» в порту Копенгагена. Позднее стало известно о том, что подлодка затонула. Мадсена спасли, но Валль с ним не было. Сначала Мадсен утверждал, что не имеет отношения к исчезновению журналистки. Он говорил, что высадил ее незадолго до того, как подлодка затонула. Однако позднее Мадсен изменил свои показания и сообщил, что Валль погибла на подлодке в результате несчастного случая, а он пытался «похоронить ее в море».  По версии следствия, Мадсен убил и расчленил Валль, когда они находились на подлодке, а затопление судна он мог спровоцировать. Ее тело без головы, рук и ног обнаружили у берега Копенгагена. Позже водолазы  нашли  оставшиеся части ее тела в пластиковых пакетах с ножом. В октябре на жестком диске, который, предположительно, принадлежит Мадсену,  нашли  видео, на котором обезглавливают женщин. Мадсен отрицал, что жесткий диск принадлежит ему, и утверждал, что он был общим в лаборатории, где работал изобретатель.",https://tvrain.ru/news/datskomu_izobretatelju-462577/
"25 April, 22:26",Посольство России обвинило спецслужбы США в проникновении в генконсульство в Сиэтле,"Посольство России в США  опубликовало  в своем твиттере видеозаписи, на которых видно, как неизвестные люди пытаются попасть на территорию закрытой резиденции генконсула России в Сиэтле. Накануне, 24 апреля, российские дипломаты покинули резиденцию генконсула.","«Американские спецслужбы продолжают незаконно проникать на территорию генконсульства РФ в Сиэтле», — говорится в сообщении российского посольства в США, сопровождающем видео. На кадрах видно, как несколько человек закрывают от камер синей тканью калитку в ограде консульства. Американские спецслужбы продолжают незаконно проникать на территорию генконсульства РФ в Сиэтле  pic.twitter.com/SltGE4jjFo На следующем видео, которое  опубликовало  посольство, те же люди, что и на первой записи, уже проникли на территорию генконсульства и пытаются зайти внутрь здания. Американские спецслужбы продолжают незаконно проникать на территорию генконсульства РФ в Сиэтле  pic.twitter.com/rYRkOwTq7I Американские спецслужбы продолжают незаконно проникать на территорию генконсульства РФ в Сиэтле  pic.twitter.com/AbExGSV29z Официальный представитель МИД России Мария Захарова тоже  опубликовала  у себя в фейсбуке видео, где люди пытаются проникнуть на территорию генконсульства России. Она назвала это «государственным рейдерским захватом». Заведующий консульским отделом посольства России в Вашингтоне Николай Пукалов  заявил  в разговоре с РИА Новости, что своими действиями власти США нарушают как международное, так и национальное право в отношении дипсобственности России в Сиэтле. «При этом российская сторона оставляет за собой право на адекватные ответные действия», — отметил Пукалов. США потребовали закрыть генконсульство России в Сиэтле 2 апреля и освободить здание резиденции генконсула до конца 24 апреля. Накануне, 24 апреля, российские дипломаты  покинули  резиденцию генконсула Росии в Сиэтле. «В любом случае мы продолжим осуществлять контроль над остающимся в Сиэтле объектом нашей недвижимости», —  отметил  Пукалов. США приняли решение о закрытии генконсульства в Сиэтле в качестве ответной меры на отравление в Солсбери бывшего офицера ГРУ Сергея Скрипаля и его дочери Юлии. Премьер-министр Великобритании Тереза Мэй связывает этот инцидент с Россией. По ее словам, их отравили нервно-паралитическим веществом «Новичок», произведенным в СССР. Власти России обвинения отвергают.",https://tvrain.ru/news/genkonsulstvo_rossii_v_sietle-462620/
"26 апреля, 15:00",CNN: высланных из США российских дипломатов подозревали в слежке за перебежчиками,"Среди российских дипломатов, которых США выслали в марте из-за «дела Скрипалей», были предполагаемые шпионы, которых американские спецслужбы заподозрили в слежке за российскими перебежчиками и их семьями. Об этом  сообщает  CNN со ссылкой на неназванных американских чиновников.","В частности, сотрудники российских дипмиссий, по версии спецслужб США, следили за человеком, который находился под программой ЦРУ по защите свидетелей и получил паспорт на другое имя.   Этот и некоторые другие случаи вызвали у американской разведки опасения, что Россия могла готовить некие действия против иммигрантов из России, которых Кремль считает «врагами или предателями». Опасения усилились после отравления в Великобритании бывшего полковника ГРУ Сергея Скрипаля, отмечает CNN. В Белом доме и ЦРУ CNN отказались прокомментировать эти данные. Посольство России в Вашингтоне на запрос канала не ответило. Пресс-секретарь президента России Дмитрий Песков заявил, что такие заявления американских спецслужб выглядят «как первичные и вторичные проявления паранойи, которая временами активируется у наших коллег» (цитата по «Интерфаксу»).  США 26 марта  решили  выслать 60 российских дипломатов и закрыть консульство России в Сиэтле. В Вашингтоне тогда отметили, что решение коснулось в том числе «12 сотрудников российской разведки» из российской миссии в штаб-квартире ООН в Нью-Йорке. Сергей Скрипаля и его дочь Юлию нашли без сознания на улице в английском Солсбери 4 марта. Врачи выяснили, что их отравили нервно-паралитическим веществом. Несколько недель они провели в коме, а затем пошли на поправку. В России Скрипаля осудили за шпионаж в пользу Лондона, а затем обменяли на раскрытых в США российских агентов. По данным Financial Times, после этого он продолжал помогать западным спецслужбам. Великобритания обвиняет в организации покушения Россию. Москва отрицает свою причастность и добивается доступа к Сергею и Юлии Скрипалям, а также к материалам расследования.",https://tvrain.ru/news/perebezhchikami_iz_rossii-462651/
"26 апреля, 15:02",Британский парламент рассмотрит предложение назвать имена россиян с активами в офшорах,"В британском парламенте рассмотрят законопроект, авторы которого предлагают раскрыть имена российских бизнесменов, хранящих свои деньги в офшорах,  сообщает  The Times.","О поддержке законопроекта уже заявили и депутаты правящей коалиции, и члены оппозиции. По словам авторов, он поможет в борьбе с отмыванием средств. Пресс-секретарь президента России Дмитрий Песков заявил, что Великобритания занимает «двуликую позицию» в  международном противодействии отмыванию нелегальных доходов, передает « Интерфакс ». «С одной стороны, участвуют во всех конвенциях, а с другой стороны, фактически на своей территории имеют вот такие финансовые и налоговые лакуны», — сказал он. Песков добавил, что Россия ведет «непримиримую борьбу с нечистыми деньгами и доходами». В Великобритании с 2013 года публикуют реестр бенефициаров активов, скрываемых с помощью компаний-однодневок. Однако заморские территории, такие как Виргинские и Каймановы острова, до сих пор сопротивлялись раскрытию имен бенефициаров активов, находящихся под их юрисдикцией. Ранее британский премьер Тереза Мэй пообещала принять жесткие меры в отношении российских бизнесменов, близких к президенту России Владимиру Путину. Этому предшествовало отравление бывшего офицера ГРУ Сергея Скрипаля и его дочь Юлии. Британские власти заявили, что они были отравлены нервно-паралитическим веществом «Новичок», производство которого связывают с Россией. Российские власти отрицают свою причастность к покушению.",https://tvrain.ru/news/v_britanii-462654/
"24 April, 23:06",Минобороны: силы ПВО базы Хмеймим уничтожили «малоразмерные воздушные цели»,Комплексы ПВО российской авиабазы «Хмеймим» в Сирии уничтожили «малоразмерные воздушные цели». Об этом « Интерфакс » сообщает со ссылкой на представителя базы.,"«24 апреля с наступлением темного времени суток средствами контроля воздушного пространства российской авиабазы „Хмеймим“ на удалении от аэродрома были обнаружены малоразмерные воздушные цели неизвестной принадлежности», — сказал собеседник агентства. Он добавил, что все воздушные цели были уничтожены. В результате никто не пострадал, материальный ущерб базе также не был причинен. Сейчас авиабаза работает в плановом режиме. В начале января Минобороны сообщало о предотвращении атаки беспилотников на базу Хмеймим в Латакии и  пункт материально-технического обеспечения в Тартусе. По данным ведомства, никто не пострадал, и ущерб базам нанесен не был. «Коммерсантъ»  писал , что налет могли осуществить боевики запрещенной в России террористической группировки «Ахрар аш-Шам». Эта организация ранее пыталась применять беспилотники для нападения на саперные подразделения сирийских правительственных войск в Хомсе. В Минобороны  заявляли , что беспилотники были запущены из зоны деэскалации «Идлиб».",https://tvrain.ru/news/minoborony-462541/
"24 April, 22:44",Суд оштрафовал участников акции у армянского храма в Москве,Мещанский суд Москвы назначил штраф и обязательные работы 36 участникам акции во дворе Кафедрального собора Армянской церкви. Об этом « Интерфаксу » сообщила пресс-секретарь суда Юлия Котомина.,"32 человека были признаны виновными в нарушении установленного порядка организации или проведения митинга (ст. 20.2 КоАП РФ). 29 из них оштрафовали на 20 тысяч рублей каждого, еще троим назначили по 40 часов обязательных работ. Четырех человек оштрафовали на тысячу рублей за неповиновение законному распоряжению сотрудника полиции (ст. 19.3 КоАП РФ). Адвокат Рубен Киракосян  рассказал  «Кавказскому узлу», что в отношении двух граждан Армении  возбуждено уголовное дело о нападении на сотрудника полиции. Он отказался сообщить подробности. В Москве 22 апреля  задержали  несколько десятков человек, собравшихся на несогласованную акцию протеста против премьер-министра Армении Сержа Саргсяна. По информации «Кавказского узла», всего в ней приняли участие около 300 человек. В Армении с 13 апреля проходят массовые акции протеста против Саргсяна, который десять лет занимал должность президента страны, а 17 апреля был избран премьер-министром. Накануне он  объявил , что уходит в отставку.",https://tvrain.ru/news/sud-462539/
"25 April, 13:42",Руководство московской ФСИН заподозрили в хищении миллиарда рублей при реконструкции СИЗО,"В Москве следствие проверяет информацию о хищении более миллиарда рублей руководством московского управления Федеральной службы исполнения наказаний (ФСИН). Как  сообщил  «Интерфаксу» информированный источник, эти деньги могли похитить при реконструкции СИЗО.","По словам собеседника агентства, сейчас решается вопрос о возбуждении уголовного дела о мошенничестве в особо крупном размере. По данным следствия, в период с 2015-го по май 2017 года неустановленные сотрудники и руководители УФСИН Москвы и подведомственного федерального государственного унитарного предприятия (ФГУП) завладели более чем 1 миллиардом рублей из госбюджета. Эти деньги предназначались на реконструкцию СИЗО-7 на улице Верхние поля на юго-востоке Москвы. Подозреваемые составили акты о приемке выполненных работ по госконтрактам, когда строительство не было окончено, объяснил собеседник агентства. В июне 2017 года бывший директор ФСИН Александр Реймер  получил  восемь лет колонии по делу о миллиардных хищениях при закупках электронных браслетов для контроля за заключенными. В Петербурге злоупотребления при строительстве следственного изолятора «Кресты-2» стали поводом для нескольких уголовных дел. В частности, по делу  проходит  бывший замглавы ФСИН Николай Баринов, которого заподозрили в вымогательстве взяток на 110 миллионов рублей от подрядчика строительства за подписание необходимых документов. Еще одним фигурантом этого дела стал бывший замначальника УФСИН по Санкт-Петербургу и Ленобласти Сергей Мойсеенко.",https://tvrain.ru/news/fsin_moskvy-462570/
"25 April, 01:27",Совет Федерации смягчит законопроект о контрсанкциях,"В подготовленный Госдумой законопроект об ответе на санкции США «без лишнего шума» внесут смягчающие поправки,  узнал  РБК. После этого, как ожидается, документ быстро утвердят.","В вторник, 24 апреля, в Совете Федерации провели закрытое для прессы обсуждение подготовленных поправок. В нем приняли участие замглавы МИД Сергей Рябков, замглавы Минкомсвязи Алексей Соколов и замминистра экономического развития Алексей Груздев. Как рассказали РБК два сенатора, законопроект в итоге будет «достаточно мягким». При этом его концепция сохранится, «правки будут мягкими, и их будет не очень много». Пока свои заключения на законопроект подготовили девять из десяти комитетов Совета Федерации. Сенаторы, в частности, раскритиковали положения, касающиеся ограничений на ввоз в Россию лекарств из США и других поддержавших санкции против Москвы стран. В комитете по социальной политике отметили, что предложенный запрет на прием на работу американцев может «спровоцировать скрытие российскими работодателями информации о своих работниках, а также может негативно отразиться на социально-экономическом развитии регионов в целом». Как рассказал сенатор Андрей Климов, на обсуждении в Совете Федерации никто из участников дискуссии не призывал к ограничению ввоза иностранных лекарств и медицинского оборудования. «Никто не ставил задачу ограничить, боже избави, хоть какую-то категорию наших граждан от лекарств и лекарственных препаратов. Хочу напомнить, что в свое время президент России осуждал использование лекарств и медицинских препаратов, оборудования в качестве средств санкционного давления на кого бы то ни было», — сказал Климов. Ранее вице-спикер Госдумы Иван Мельников заявил, что в подготовленном нижней палатой законопроекте речь идет о запрете или ограничении на ввоз сельхозтоваров из США и других стран, поддержавших санкции против России, а также на импорт оттуда лекарств, алкоголя и табака. Россия может прекратить и приостановить сотрудничество с США в ракетно-двигательной и атомной отрасли, а также авиастроении. Депутаты помимо этого предложили запретить или ограничить возможности трудоустройства в России граждан США и разрешить производить в России американские товары без разрешения правообладателей. В документе говорится, что эти меры может ввести правительство в случае действий, которые угрожают российской территориальной целостности, безопасности и экономической стабильности. Первое чтение поправок проведут 15 мая.",https://tvrain.ru/news/sankcii-462544/
"25 April, 14:02",Российский Генштаб сообщил о сбитых у базы «Хмеймим» беспилотниках,"Системы ПВО российской авиабазы «Хмеймим» в Сирии 24 апреля сбили два беспилотника боевиков. Об этом на брифинге заявил начальник Главного оперативного управления Генштаба Вооруженных сил России генерал-полковник Сергей Рудской, передает «Интерфакс».","«Вчера в 20 часов вечера российскими средствами ПВО на удалении 10 километров от аэродрома „Хмеймим“ были обнаружены и уничтожены два беспилотных летательных аппарата боевиков», — сказал он. Накануне представитель базы  сообщил , что ПВО сбили «малоразмерные воздушные цели». При этом никто не пострадал, база продолжила работу в плановом режиме. В начале января Минобороны  сообщило , что российские военные предотвратили атаку 13 беспилотников на аэродром «Хмеймим» и портовую базу Тартус в Сирии. По утверждению ведомства, никто не пострадал, ущерб базам не был нанесен. Затем ведомство опубликовало  фотографии  перехваченных тогда дронов из досок и фанеры, обмотанных зеленым полиэтиленом и скотчем, с торчащими проводами. Комментируя этот инцидент, президент Владимир Путин  заявил , что, несмотря на примитивный внешний вид беспилотников, в них были элементы высокотехнологичного характера, которые не могли быть изготовлены кустарным образом. Он тогда выразил уверенность, что «ни турецкие военные, ни руководство Турции не имеют отношения к этому инциденту», хотя атаковавшие базу Хмеймим беспилотники были выпущены с территории сирийской провинции Идлиб, которую должна контролировать Турция. «Коммерсантъ» 3 января  сообщил , что 31 декабря радикальные исламисты обстреляли из минометов авиабазу «Хмеймим». В результате были уничтожены четыре бомбардировщика Су-24, два истребителя Су-35С, военно-транспортный самолет Ан-72 и склад с боеприпасами. В Минобороны эту информацию назвали фейком.",https://tvrain.ru/news/hmejmim_bespilotnikah-462574/
